lot_id,timestamp_hour,crop_type,temperature_C,humidity_RH,initial_quality,cnn_ripeness_score,transport_duration_h,T_ref_C,Q10,r_ref_per_day,delta_t_days,degradation_rate,cumulative_degradation_D,RSL_physics_days,RSL_actual_days,delta_RSL_ML_target_days,S0_days,degradation_increment
1,35,Tomato,28.34,70.16,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,1.2605033915829855,1.6347733963357554,8.365226603664244,8.2696,-0.09562660366424325,10.0,0.052521394817088264
1,36,Tomato,28.38,72.88,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,1.2640030984528068,1.6874406134389883,8.312559386561011,8.2836,-0.028959386561011158,10.0,0.052667217103233105
1,37,Tomato,25.41,65.6,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,1.0288267078935756,1.73030873587679,8.26969126412321,8.2108,-0.05889126412320955,10.0,0.042868122437801616
1,38,Tomato,25.72,65.73,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,1.0511729090877064,1.7741079574797474,8.225892042520252,8.2095,-0.016392042520251948,10.0,0.04379922160295747
1,39,Tomato,23.9,63.79,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,0.9265880618903708,1.8127161022545335,8.187283897745466,8.0613,-0.12598389774546703,10.0,0.03860814477478608
1,40,Tomato,24.26,73.48,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,0.9500003828748861,1.8522997682077813,8.147700231792218,8.0036,-0.14410023179221731,10.0,0.03958366595324788
1,41,Tomato,24.07,61.83,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,0.9375710964571098,1.8913655430838598,8.10863445691614,7.9069,-0.20173445691614056,10.0,0.039065774876078395
1,42,Tomato,21.64,59.35,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,0.7922348109249692,1.9243755909506706,8.075624409049329,7.8983,-0.1773244090493291,10.0,0.03301004786681069
1,43,Tomato,22.64,64.03,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,0.8490962464468398,1.959754884251371,8.040245115748629,7.9063,-0.1339451157486291,10.0,0.03537929330070048
1,44,Tomato,21.12,66.86,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,0.7641882603825834,1.991596316496732,8.008403683503268,7.9361,-0.07230368350326799,10.0,0.0318414322453611
1,45,Tomato,20.76,63.33,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,0.7453551933994603,2.0226530313401074,7.977346968659893,7.8753,-0.10204696865989238,10.0,0.031056714843375317
1,46,Tomato,25.53,72.43,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,1.0374199365656114,2.0658792078369865,7.9341207921630135,7.7978,-0.13632079216301385,10.0,0.043226176496879334
1,47,Tomato,22.04,73.25,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,0.8145075630702153,2.0998172944674334,7.900182705532567,7.6343,-0.265882705532567,10.0,0.033938086630446666
1,48,Tomato,22.84,68.22,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,0.860949188338904,2.1356904642979506,7.864309535702049,7.7112,-0.15310953570204955,10.0,0.03587316983051712
1,49,Tomato,22.93,79.35,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,0.8663368564000873,2.171788122093573,7.828211877906427,7.4749,-0.35331187790642726,10.0,0.03609765779562244
1,50,Tomato,24.68,85.48,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,0.9780634734473393,2.212541092841703,7.787458907158297,7.4734,-0.3140589071582971,10.0,0.04075297074813029
1,51,Tomato,23.01,80.66,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,0.8711541921422563,2.2488394745656946,7.7511605254343054,7.3663,-0.3848605254343056,10.0,0.0362983817239914
1,52,Tomato,31.4,82.86,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,1.5583291593209996,2.3137703756471226,7.686229624352878,7.379,-0.30722962435287826,10.0,0.0649309010814281
1,53,Tomato,26.05,80.99,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,1.0754943904573782,2.3585830004143102,7.64141699958569,7.3791,-0.26231699958569,10.0,0.04481262476718758
1,54,Tomato,28.14,88.24,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,1.2431496689039396,2.4103813176685307,7.589618682331469,7.0135,-0.5761186823314697,10.0,0.051798317254220454
1,55,Tomato,26.85,83.1,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,1.136816973236014,2.4577490704923557,7.542250929507644,7.1742,-0.3680509295076444,10.0,0.047367752823825
1,56,Tomato,28.55,79.7,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,1.278985581277429,2.5110405627074424,7.488959437292557,7.078,-0.4109594372925569,10.0,0.05329149221508663
1,57,Tomato,27.77,74.12,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,1.211672660430243,2.5615273274495896,7.438472672550411,7.1265,-0.31197267255041083,10.0,0.05048676474214694
1,58,Tomato,28.05,75.74,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,1.2354186371269291,2.613003515802757,7.386996484197243,7.2747,-0.11229648419724292,10.0,0.05147618835316776
1,59,Tomato,26.79,74.41,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,1.1320989021106738,2.6601746807570024,7.339825319242998,7.0568,-0.2830253192429977,10.0,0.04717116495424545
1,60,Tomato,26.89,64.72,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,1.139973272693461,2.707673947110321,7.292326052889679,7.2168,-0.07552605288967928,10.0,0.04749926635331844
1,61,Tomato,28.56,62.06,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,1.2798724138443078,2.7610023909779717,7.238997609022029,7.0811,-0.15789760902202854,10.0,0.05332844386765078
1,62,Tomato,25.38,79.05,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,1.026689545719999,2.803781464279487,7.196218535720513,6.7994,-0.39681853572051295,10.0,0.042779073301515196
1,63,Tomato,24.61,62.83,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,0.9733293741582382,2.8443371793125385,7.1556628206874615,6.9997,-0.1559628206874617,10.0,0.04055571503305131
1,64,Tomato,24.91,60.17,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,0.9937810933225548,2.8857450561280094,7.114254943871991,6.8822,-0.232054943871991,10.0,0.041407876815470895
1,65,Tomato,22.04,58.39,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,0.8145075630702153,2.9196831427584558,7.080316857241544,7.015,-0.06531685724154457,10.0,0.033938086630446666
1,66,Tomato,22.6,66.04,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,0.8467453123625273,2.954964479688665,7.045035520311335,6.8408,-0.20423552031133507,10.0,0.03528133693020943
1,67,Tomato,27.99,65.43,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,1.2302913447511443,3.0062270291504114,6.993772970849589,6.8196,-0.17417297084958872,10.0,0.05126254946174593
1,68,Tomato,22.03,69.98,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,0.8139431850704346,3.040141599842741,6.959858400157259,6.7798,-0.18005840015725916,10.0,0.0339145706923298
1,69,Tomato,21.1,62.5,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,0.7631296044802797,3.0719389210726207,6.92806107892738,6.7791,-0.1489610789273801,10.0,0.03179732122987981
1,70,Tomato,22.63,66.34,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,0.8485079017058962,3.1072936998130003,6.892706300186999,6.6718,-0.22090630018699908,10.0,0.03535477874037958
1,71,Tomato,23.2,70.53,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,0.8827029962906549,3.1440732855594433,6.855926714440557,6.6058,-0.25012671444055634,10.0,0.03677958574644272
1,72,Tomato,22.26,72.28,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,0.8270233684432657,3.178532868252369,6.821467131747632,6.5256,-0.2958671317476318,10.0,0.03445958269292555
1,73,Tomato,22.93,76.78,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,0.8663368564000873,3.214630526047991,6.785369473952009,6.287,-0.4983694739520095,10.0,0.03609765779562244
1,74,Tomato,22.8,76.32,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,0.8585654364377538,3.250404372088043,6.749595627911956,6.4782,-0.27139562791195626,10.0,0.03577384604005189
1,75,Tomato,25.11,84.53,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,1.007653760410504,3.2923902813230677,6.707609718676933,6.0968,-0.6108097186769328,10.0,0.041985909235024474
1,76,Tomato,29.12,82.31,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,1.3305290410806863,3.3478294348777764,6.652170565122224,6.078,-0.5741705651222233,10.0,0.05543915355470896
1,77,Tomato,26.8,82.21,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,1.1328838852957988,3.3950333077263966,6.604966692273603,6.0671,-0.5378666922736031,10.0,0.04720387284862005
1,78,Tomato,27.41,82.55,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,1.1818115469343653,3.4442758494525108,6.555724150547489,6.027,-0.5287241505474887,10.0,0.049242541726114204
1,79,Tomato,27.94,81.29,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,1.2260348600531565,3.4953610439663456,6.504638956033654,5.9789,-0.5257389560336536,10.0,0.05108519451383488
1,80,Tomato,29.52,82.38,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,1.3679353039024909,3.552358804274051,6.447641195725949,5.9272,-0.5204411957259492,10.0,0.05699776030770509
1,81,Tomato,27.9,80.79,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,1.2226402776920684,3.603302556724646,6.396697443275354,5.8952,-0.5014974432753538,10.0,0.05094375245059542
1,82,Tomato,26.72,73.29,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,1.1266192284972791,3.6502454001184423,6.349754599881558,5.9953,-0.35445459988155736,10.0,0.04694284339379613
1,83,Tomato,25.96,74.11,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,1.0688059912110082,3.6947793393542314,6.305220660645769,5.9802,-0.3250206606457686,10.0,0.04453393923578908
1,84,Tomato,28.56,73.95,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,1.2798724138443078,3.748107783221882,6.251892216778118,5.8286,-0.4232922167781181,10.0,0.05332844386765078
1,85,Tomato,26.91,64.62,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,1.1415547071267738,3.7956729432037335,6.2043270567962665,5.9905,-0.21382705679626657,10.0,0.047565159981851284
1,86,Tomato,26.19,60.91,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,1.0859818563222943,3.8409225492111143,6.159077450788885,5.8729,-0.2861774507888857,10.0,0.04524960600738104
1,87,Tomato,25.4,64.8,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,1.0281138266560663,3.8837609680263925,6.116239031973608,5.997,-0.11923903197360808,10.0,0.04283841881527832
1,88,Tomato,24.67,61.31,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,0.9773857664108054,3.9244857007554317,6.075514299244569,5.8825,-0.19301429924456848,10.0,0.04072473272903903
1,89,Tomato,22.41,63.66,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,0.8356669589218535,3.9593054359328286,6.040694564067172,5.7293,-0.3113945640671716,10.0,0.03481973517739687
1,90,Tomato,22.73,66.78,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,0.8544097408897331,3.994906126606481,6.005093873393519,5.7345,-0.27059387339351915,10.0,0.03560069067365251
1,91,Tomato,22.64,66.33,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,0.8490962464468398,4.030285419907182,5.969714580092818,5.6138,-0.3559145800928176,10.0,0.03537929330070048
1,92,Tomato,27.17,68.71,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,1.1623141075181174,4.078715561825139,5.921284438174861,5.6704,-0.25088443817486095,10.0,0.0484301419179574
1,93,Tomato,22.96,60.86,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,0.8681402276010429,4.1148883606885915,5.8851116393114085,5.6091,-0.2760116393114087,10.0,0.036172798863452656
1,94,Tomato,22.71,66.98,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,0.8532260981120675,4.1504397325186275,5.8495602674813725,5.6621,-0.1874602674813728,10.0,0.03555137183003552
1,95,Tomato,20.79,70.81,0.876,0.412,3.97,25.0,2.0,1.0,0.041667,0.7469067285561712,4.181561095177377,5.818438904822623,5.2825,-0.5359389048226229,10.0,0.031121362658749988
2,0,Banana,27.5,78.9,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,1.2178832856309068,0.050745542862382996,7.949254457137617,6.9621,-0.987154457137617,8.0,0.050745542862382996
2,1,Banana,28.49,79.43,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,1.3167566356279305,0.10561084159909198,7.894389158400908,6.8672,-1.0271891584009074,8.0,0.054865298736708985
2,2,Banana,27.44,76.85,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,1.2121353979998906,0.15611688722755343,7.843883112772446,6.8409,-1.002983112772446,8.0,0.05050604562846144
2,3,Banana,27.07,77.37,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,1.1772846863620643,0.20517080825420156,7.794829191745799,6.611,-1.183829191745799,8.0,0.049053921026648135
2,4,Banana,27.25,75.45,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,1.1941121112502338,0.25492587759366503,7.745074122406335,6.7304,-1.0146741224063343,8.0,0.04975506933946349
2,5,Banana,27.36,70.02,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,1.2045137241188797,0.3051143509365264,7.694885649063473,6.736,-0.9588856490634736,8.0,0.05018847334286136
2,6,Banana,26.82,62.73,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,1.1543059330567251,0.353210816249201,7.646789183750799,6.7751,-0.8716891837507985,8.0,0.04809646531267457
2,7,Banana,29.97,68.93,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,1.4797354297316254,0.4148669523998286,7.585133047600172,6.5965,-0.9886330476001719,8.0,0.06165613615062764
2,8,Banana,24.83,65.33,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,0.9866856554525896,0.45597918360557166,7.544020816394428,6.4674,-1.0766208163944286,8.0,0.041112231205743054
2,9,Banana,24.11,61.52,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,0.9322328046682317,0.4948225278776829,7.505177472122317,6.4034,-1.1017774721223166,8.0,0.03884334427211121
2,10,Banana,24.35,65.13,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,0.9500413885672393,0.534407902415114,7.465592097584886,6.3762,-1.089392097584886,8.0,0.03958537453743116
2,11,Banana,23.43,66.57,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,0.8835673090473547,0.5712235014811902,7.428776498518809,6.4449,-0.9838764985188098,8.0,0.03681559906607613
2,12,Banana,22.48,60.28,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,0.8198029644842251,0.6053822316023544,7.394617768397645,6.2143,-1.1803177683976456,8.0,0.03415873012116421
2,13,Banana,23.21,59.03,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,0.8683730569817524,0.6415647317676131,7.358435268232387,6.3723,-0.9861352682323865,8.0,0.03618250016525868
2,14,Banana,21.67,62.89,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,0.7690830630030955,0.6736101157537631,7.326389884246237,6.2249,-1.101489884246237,8.0,0.032045383986149985
2,15,Banana,21.51,66.95,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,0.7594417775788336,0.7052537763001403,7.2947462236998595,6.1829,-1.1118462236998594,8.0,0.03164366054637726
2,16,Banana,22.47,68.94,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,0.8191568395572788,0.7393855843339735,7.260614415666026,6.1462,-1.114414415666026,8.0,0.03413180803383314
2,17,Banana,21.96,72.07,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,0.7868709370859137,0.7721721356695322,7.227827864330468,6.2154,-1.0124278643304683,8.0,0.032786551335558765
2,18,Banana,23.77,72.08,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,0.9075739257087423,0.8099880184320384,7.190011981567961,6.1344,-1.055611981567961,8.0,0.037815882762506164
2,19,Banana,21.1,77.58,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,0.7352840656612796,0.8406250995959469,7.159374900404053,5.9816,-1.177774900404053,8.0,0.03063708116390854
2,20,Banana,23.27,79.71,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,0.8724908401613948,0.8769791754329518,7.123020824567048,5.9903,-1.1327208245670475,8.0,0.03635407583700484
2,21,Banana,24.71,83.56,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,0.9773941656192138,0.9177042581318076,7.082295741868192,5.8736,-1.2086957418681923,8.0,0.04072508269885578
2,22,Banana,26.84,83.91,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,1.1561276110126881,0.9658766272998732,7.034123372700127,5.7159,-1.3182233727001265,8.0,0.04817236916806568
2,23,Banana,25.63,83.11,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,1.0509271911424118,1.009665610573204,6.9903343894267955,5.7692,-1.2211343894267959,8.0,0.043788983273330875
2,24,Banana,27.61,86.46,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,1.2284919632726266,1.0608531852068845,6.939146814793116,5.6426,-1.2965468147931158,8.0,0.05118757463368053
2,25,Banana,28.16,81.96,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,1.2829376993426505,1.114309350325395,6.885690649674605,5.6785,-1.2071906496746054,8.0,0.05345616511851022
2,26,Banana,25.93,80.31,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,1.076081857418651,1.1591464530784579,6.840853546921542,5.655,-1.1858535469215417,8.0,0.044837102753062935
2,27,Banana,29.17,71.58,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,1.3892815170135973,1.2170336460478632,6.782966353952137,5.631,-1.1519663539521368,8.0,0.05788719296940556
2,28,Banana,26.46,74.86,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,1.1220022075513976,1.2637841120299074,6.736215887970093,5.6595,-1.0767158879700922,8.0,0.04675046598204408
2,29,Banana,27.65,67.79,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,1.2323725335067637,1.3151333783835337,6.684866621616466,5.6647,-1.0201666216164664,8.0,0.05134926635362633
2,30,Banana,27.53,73.37,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,1.2207674424600539,1.3659990954085168,6.634000904591483,5.4442,-1.1898009045914826,8.0,0.05086571702498307
2,31,Banana,26.8,78.68,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,1.1524871254677906,1.4140197764653832,6.585980223534617,5.3271,-1.258880223534617,8.0,0.04802068105686644
2,32,Banana,26.14,66.09,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,1.0940475190114094,1.4596054544400316,6.540394545559968,5.4047,-1.1356945455599678,8.0,0.0455856779746484
2,33,Banana,24.05,62.17,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,0.9278330649966224,1.4982654747592459,6.501734525240754,5.3467,-1.1550345252407537,8.0,0.03866002031921427
2,34,Banana,24.94,66.47,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,0.9952804281831993,1.5397358243603554,6.460264175639645,5.2733,-1.1869641756396447,8.0,0.04147034960110937
2,35,Banana,22.32,62.51,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,0.8095258504084252,1.5734663379693232,6.4265336620306766,5.3746,-1.0519336620306765,8.0,0.03373051360896785
2,36,Banana,23.42,62.12,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,0.882870928468432,1.6102529209458174,6.389747079054183,5.4627,-0.9270470790541827,8.0,0.036786582976494155
2,37,Banana,28.1,63.56,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,1.2768827827341218,1.6634567958539999,6.336543204146,5.2679,-1.0686432041460003,8.0,0.05320387490818266
2,38,Banana,22.28,66.1,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,0.806976765749811,1.6970810967524974,6.302918903247503,5.0563,-1.2466189032475024,8.0,0.033624300898497377
2,39,Banana,23.7,63.83,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,0.9025786399907679,1.7346888409449928,6.265311159055007,5.1206,-1.1447111590550074,8.0,0.03760774419249533
2,40,Banana,24.41,70.76,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,0.954546439038754,1.7744619274204205,6.22553807257958,5.1253,-1.1002380725795797,8.0,0.039773086475427766
2,41,Banana,25.92,74.33,0.916,0.446,4.58,25.0,2.2,1.0,0.041667,1.075233747151143,1.8192636919629672,6.180736308037033,4.7741,-1.406636308037033,8.0,0.04480176454254668
